@locale,Address.AddressLine1,Address.AddressLine2,Address.City,Address.CountryName,Address.County,Address.FormattedAddress,Address.IntersectionDescription,Address.Latitude,Address.Longitude,Address.PostalCode,Address.Subdivision,AlternateIdentifier.ID,,ID,IsDaylightSavingsTimeRecognized,LocationMilestones.LastRemodelDate,LocationMilestones.OpenDate,Market,Name,OperatingHours.@timeFormat,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,SubTypeDescription,TimeZone.TimeZoneCode,TimeZone.TimeZoneDescription,TimeZone.TimeZoneOffset.OffsetCode,TimeZone.TimeZoneOffset.OffsetHours,TypeCode,PhoneNumber,FaxNumber,BeginTime MF,Is24Hours MF,IsOpen MF,Summary MF,ThruTime MF,BeginTime Sat,Is24Hours Sat,IsOpen Sat,Summary Sat,ThruTime Sat,BeginTime Sun,Is24Hours Sun,IsOpen Sun,Summary Sun,ThruTime Sun,AllCapability
en-US,27100 Eucalyptus Ave,,Moreno Valley,United States,Riverside,"27100 Eucalyptus Ave, Moreno Valley, CA 92555-4522",SEC Hwy 60 & Nason St,33.937658,-117.189116,92555-4522,CA,T2309,"T2309,",2309,TRUE,,2007-07-25 12:00:00,RG2,Moreno Valley East,12-hour,232,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(951) 571-8014,(951) 571-8024,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']"
en-US,499 W Orange Show Rd,,San Bernardino,United States,San Bernardino,"499 W Orange Show Rd, San Bernardino, CA 92408-2029",SEC Orangeshow Rd & South St,34.078716,-117.291844,92408-2029,CA,T0188,"T0188,",188,TRUE,2011-10-06 12:00:00,1983-04-13 12:00:00,RG2,Orange Show,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 381-3391,(909) 521-3758,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']"
en-US,2755 Canyon Springs Pkwy,,Riverside,United States,Riverside,"2755 Canyon Springs Pkwy, Riverside, CA 92507-0932",SWC Canyon Springs Pkwy & Day St,33.938916,-117.28174,92507-0932,CA,T1843,"T1843,",1843,TRUE,2018-04-13 12:00:00,2003-10-08 12:00:00,RG2,Riverside SE,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 697-6778,(951) 571-8709,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,15272 Summit Ave,,Fontana,United States,San Bernardino,"15272 Summit Ave, Fontana, CA 92336-0231",NEC I-15 & Summit Ave,34.152152,-117.472963,92336-0231,CA,T1958,"T1958,",1958,TRUE,2011-06-02 12:00:00,2005-03-02 12:00:00,RG2,Fontana North,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 463-9872,(909) 689-4189,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Clinic care by Kaiser Permanente', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,30340 Haun Rd,,Menifee,United States,Riverside,"30340 Haun Rd, Menifee, CA 92584-6806",SWC I-215 & Newport Rd,33.680105,-117.172837,92584-6806,CA,T2471,"T2471,",2471,TRUE,2008-10-08 12:00:00,2008-10-08 12:00:00,RG2,Menifee,12-hour,205,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(951) 723-6151,(951) 723-6162,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']"
en-US,16964 Slover Ave,,Fontana,United States,San Bernardino,"16964 Slover Ave, Fontana, CA 92337-7556",SEC Sierra & I-10,34.064981,-117.434569,92337-7556,CA,T0660,"T0660,",660,TRUE,2011-07-21 12:00:00,1992-03-11 12:00:00,RG2,Fontana,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 356-4242,(909) 320-5283,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,3333 Arlington Ave,,Riverside,United States,Riverside,"3333 Arlington Ave, Riverside, CA 92506-3252",NEC Arlington Ave & McMahon St,33.947388,-117.382433,92506-3252,CA,T0291,"T0291,",291,TRUE,2011-10-06 12:00:00,1987-09-09 12:00:00,RG2,Riverside Arlington,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 784-6430,(951) 241-8578,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,27818 Clinton Keith Rd,,Murrieta,United States,Riverside,"27818 Clinton Keith Rd, Murrieta, CA 92562-8554",NWC I-215 & Clinton Keith Rd,33.603888,-117.173596,92562-8554,CA,T2499,"T2499,",2499,TRUE,,2009-07-22 12:00:00,RG2,Murrieta North,12-hour,205,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(951) 704-1123,(951) 704-1133,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']"
en-US,29676 Rancho California Rd,,Temecula,United States,Riverside,"29676 Rancho California Rd, Temecula, CA 92591-5283",NEC Rancho CA Rd & Ynez Rd,33.506295,-117.146352,92591-5283,CA,T0359,"T0359,",359,TRUE,2011-07-21 12:00:00,1989-02-15 12:00:00,RG2,Rancho California,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 676-2668,(951) 294-5773,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']"
en-US,41040 California Oaks Rd,,Murrieta,United States,Riverside,"41040 California Oaks Rd, Murrieta, CA 92562-5749",SEC I-15 & Calif Oaks Blvd,33.565642,-117.203908,92562-5749,CA,T1283,"T1283,",1283,TRUE,2012-03-22 12:00:00,2000-07-19 12:00:00,RG2,Murrieta,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 696-7527,(951) 704-7655,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']"
en-US,3520 Tyler St,,Riverside,United States,Riverside,"3520 Tyler St, Riverside, CA 92503-4175",NWC Tyler Ave & Hwy 91,33.906912,-117.459627,92503-4175,CA,T0212,"T0212,",212,TRUE,2011-07-21 12:00:00,1983-10-12 12:00:00,RG2,Riverside,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 351-8271,(951) 324-5850,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']"
en-US,10576 Foothill Blvd,,Rancho Cucamonga,United States,San Bernardino,"10576 Foothill Blvd, Rancho Cucamonga, CA 91730-3890",NEC Foothill Blvd & Haven Ave,34.108229,-117.573899,91730-3890,CA,T0301,"T0301,",301,TRUE,2017-10-26 12:00:00,1990-03-28 12:00:00,RG2,Rancho Cucamonga,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 948-9952,(909) 285-3352,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,4200 E 4th St,,Ontario,United States,San Bernardino,"4200 E 4th St, Ontario, CA 91764-5250",SWC 4th St & Milliken Ave,34.0758,-117.561778,91764-5250,CA,T2245,"T2245,",2245,TRUE,2011-07-21 12:00:00,2007-03-07 12:00:00,RG2,Ontario,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 579-3040,(909) 285-3088,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,18287 Collier Ave,,Lake Elsinore,United States,Riverside,"18287 Collier Ave, Lake Elsinore, CA 92530-2755",NWC Central St & Collier Ave,33.689146,-117.341996,92530-2755,CA,T2195,"T2195,",2195,TRUE,2009-07-16 12:00:00,2006-10-04 12:00:00,RG2,Lake Elsinore,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 674-2620,(951) 674-8310,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,12471 Limonite Ave,,Mira Loma,United States,Riverside,"12471 Limonite Ave, Mira Loma, CA 91752-2457",NWC Limonite Ave & I-15,33.977914,-117.553818,91752-2457,CA,T1961,"T1961,",1961,TRUE,2017-11-02 12:00:00,2005-07-20 12:00:00,RG2,Eastvale,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 256-5261,(951) 268-3534,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,1931 Campus Ave,,Upland,United States,San Bernardino,"1931 Campus Ave, Upland, CA 91784-1667",SEC Campus Ave & I-210,34.133189,-117.641221,91784-1667,CA,T1834,"T1834,",1834,TRUE,2017-07-06 12:00:00,2005-03-02 12:00:00,RG2,Upland,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 985-0348,(909) 285-3260,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,2615 Tuscanny St,,Corona,United States,Riverside,"2615 Tuscanny St, Corona, CA 92881-4631",NEC I-15 & Cajalco Canyon Rd,33.826266,-117.516614,92881-4631,CA,T1548,"T1548,",1548,TRUE,2011-07-21 12:00:00,2003-07-23 12:00:00,RG2,Corona,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 277-3075,(951) 268-3623,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Wine, Beer, & Spirits Available']"
en-US,1290 Hamner Ave,,Norco,United States,Riverside,"1290 Hamner Ave, Norco, CA 92860-3117",SWC Hamner Ave & 1st St,33.900756,-117.564353,92860-3117,CA,T0736,"T0736,",736,TRUE,2011-07-21 12:00:00,1995-10-04 12:00:00,RG2,Norco,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 371-1872,(951) 268-3748,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,9052 Central Ave,,Montclair,United States,San Bernardino,"9052 Central Ave, Montclair, CA 91763-1621",NWC Central Ave & Moreno St,34.089834,-117.690544,91763-1621,CA,T1423,"T1423,",1423,TRUE,2017-10-26 12:00:00,2002-07-24 12:00:00,RG2,Montclair,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 624-5717,(909) 451-0654,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,5555 Philadelphia St,,Chino,United States,San Bernardino,"5555 Philadelphia St, Chino, CA 91710-2481",NEC St Hwy 60 & Central Ave,34.032494,-117.682043,91710-2481,CA,T0258,"T0258,",258,TRUE,2011-10-06 12:00:00,1987-02-18 12:00:00,RG2,Chino,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 627-8433,(909) 270-4200,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']"
en-US,2462 Foothill Blvd,,La Verne,United States,Los Angeles,"2462 Foothill Blvd, La Verne, CA 91750-3056",SEC Foothill Blvd & White Ave,34.11006,-117.759886,91750-3056,CA,T0226,"T0226,",226,TRUE,2010-04-15 12:00:00,1985-07-24 12:00:00,RG2,Laverne,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 593-2421,(909) 451-0695,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']"
