@locale,Address.AddressLine1,Address.AddressLine2,Address.City,Address.CountryName,Address.County,Address.FormattedAddress,Address.IntersectionDescription,Address.Latitude,Address.Longitude,Address.PostalCode,Address.Subdivision,AlternateIdentifier.ID,,ID,IsDaylightSavingsTimeRecognized,LocationMilestones.LastRemodelDate,LocationMilestones.OpenDate,Market,Name,OperatingHours.@timeFormat,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,SubTypeDescription,TimeZone.TimeZoneCode,TimeZone.TimeZoneDescription,TimeZone.TimeZoneOffset.OffsetCode,TimeZone.TimeZoneOffset.OffsetHours,TypeCode,PhoneNumber,FaxNumber,BeginTime MF,Is24Hours MF,IsOpen MF,Summary MF,ThruTime MF,BeginTime Sat,Is24Hours Sat,IsOpen Sat,Summary Sat,ThruTime Sat,BeginTime Sun,Is24Hours Sun,IsOpen Sun,Summary Sun,ThruTime Sun,AllCapability
en-US,107 Pavilion Pkwy,,Fayetteville,United States,Fayette,"107 Pavilion Pkwy, Fayetteville, GA 30214-4098",NWC Pavilion Pkwy & State 85,33.481744,-84.438531,30214-4098,GA,T0778,,778,TRUE,2007-10-18 12:00:00,1995-10-04 12:00:00,ESE,Fayetteville,12-hour,336,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 719-9766,(678) 734-9930,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Starbucks', 'Wine & Beer Available']"
en-US,1654 Gadsden Hwy,,Birmingham,United States,Jefferson,"1654 Gadsden Hwy, Birmingham, AL 35235-3104",NEC Gadsden Hwy & Morris Spg Ln,33.60526,-86.636743,35235-3104,AL,T1773,,1773,TRUE,,2000-10-04 12:00:00,ESE,Trussville,12-hour,340,394,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(205) 655-6950,(205) 661-8157,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Café', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,5220 Jimmy Lee Smith Pkwy,,Hiram,United States,Paulding,"5220 Jimmy Lee Smith Pkwy, Hiram, GA 30141-2739",SEC US 278 & GA Rte 92,33.885814,-84.744219,30141-2739,GA,T1400,,1400,TRUE,,2002-03-06 12:00:00,ESE,Hiram,12-hour,336,394,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(678) 567-0142,(770) 250-4784,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Café', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,250 S Colonial Dr,,Alabaster,United States,Shelby,"250 S Colonial Dr, Alabaster, AL 35007-4657",SEC I-65 & US Hwy 31,33.224895,-86.803977,35007-4657,AL,T2276,,2276,TRUE,,2007-07-25 12:00:00,ESE,Alabaster,12-hour,340,394,300,,CST,Central Std Time,UTC,-6,STR,(205) 564-2608,(205) 564-2853,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Starbucks', 'Wine & Beer Available']"
en-US,3660 Marketplace Blvd,,East Point,United States,Fulton,"3660 Marketplace Blvd, East Point, GA 30344-5738",NWC I-285 & Camp Creek Pkwy,33.659201,-84.499825,30344-5738,GA,T1546,,1546,TRUE,2012-06-21 12:00:00,2003-07-23 12:00:00,ESE,East Point,12-hour,336,394,300,,EST,Eastern Std Time,UTC,-5,STR,(404) 267-0063,(404) 720-5338,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,531 Brookwood Village,,Homewood,United States,Jefferson,"531 Brookwood Village, Homewood, AL 35209-4501",SEC Brookwood Blvd & Shades Creek Pkwy,33.467692,-86.774917,35209-4501,AL,T2796,,2796,TRUE,,2013-03-06 12:00:00,ESE,Homewood,12-hour,340,394,300,,CST,Central Std Time,UTC,-6,STR,(205) 994-7531,(205) 994-7541,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,4125 Austell Rd,,Austell,United States,Cobb,"4125 Austell Rd, Austell, GA 30106-1836",SEC Austell Rd & E-W Connector,33.852078,-84.602475,30106-1836,GA,T1164,,1164,TRUE,2004-08-08 12:00:00,1999-03-03 12:00:00,ESE,Austell,12-hour,336,394,300,,EST,Eastern Std Time,UTC,-5,STR,(678) 945-4550,(770) 250-4829,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Café']"
en-US,5561 Grove Blvd,,Birmingham,United States,Jefferson,"5561 Grove Blvd, Birmingham, AL 35226-4600",NWC I-459 & John Hawkins Pkwy,33.361598,-86.852559,35226-4600,AL,T2503,,2503,TRUE,,2009-10-07 12:00:00,ESE,Hoover West,12-hour,340,394,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(205) 747-1654,(205) 747-1664,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,2535 Dallas Hwy SW,,Marietta,United States,Cobb,"2535 Dallas Hwy SW, Marietta, GA 30064-2543",SWC Rt 120 & Villa Rica Rd,33.944886,-84.626634,30064-2543,GA,T1165,,1165,TRUE,2013-06-27 12:00:00,1998-10-07 12:00:00,ESE,West Marietta,12-hour,334,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 792-7933,(770) 250-7030,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,3489 Lowery Pkwy,,Fultondale,United States,Jefferson,"3489 Lowery Pkwy, Fultondale, AL 35068-1677",SEC I-65 & Walker Chapel Rd,33.605595,-86.80623,35068-1677,AL,T2355,,2355,TRUE,,2007-10-10 12:00:00,ESE,Fultondale,12-hour,340,394,300,,CST,Central Std Time,UTC,-6,STR,(205) 453-6032,(205) 578-5030,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Starbucks', 'Wine & Beer Available']"
en-US,3378 Cobb Pkwy NW,,Acworth,United States,Cobb,"3378 Cobb Pkwy NW, Acworth, GA 30101-8304",NEC Cobb Pkwy & Mars Hill Rd,34.039709,-84.683783,30101-8304,GA,T2091,,2091,TRUE,,2006-07-19 12:00:00,ESE,Acworth,12-hour,334,394,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(678) 202-0996,(770) 250-4971,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,1850 Jonesboro Rd,,Mcdonough,United States,Henry,"1850 Jonesboro Rd, Mcdonough, GA 30253-5960",NWC I-75 & Jonesboro Rd,33.46739,-84.216511,30253-5960,GA,T1461,,1461,TRUE,,2002-07-24 12:00:00,ESF,McDonough,12-hour,346,394,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(678) 583-2184,(678) 734-3914,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Café', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,375 18th St,,Atlanta,United States,Fulton,"375 18th St, Atlanta, GA 30363",NWC I-75/85 & 17th St,33.792608,-84.399931,30363,GA,T2137,,2137,TRUE,2012-03-22 12:00:00,2007-10-10 12:00:00,ESF,Atlanta Midtown,12-hour,336,394,300,,EST,Eastern Std Time,UTC,-5,STR,(678) 954-4265,(678) 954-4275,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,2201 Cobb Pkwy SE,,Smyrna,United States,Cobb,"2201 Cobb Pkwy SE, Smyrna, GA 30080-7633",SEC Cobb Pkwy & Windy Hill,33.897945,-84.479481,30080-7633,GA,T0373,,373,TRUE,2012-03-22 12:00:00,1989-04-26 12:00:00,,Smyrna,12-hour,334,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 952-2241,(770) 250-7501,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']"
en-US,1275 Caroline St NE,,Atlanta,United States,Dekalb,"1275 Caroline St NE, Atlanta, GA 30307-2705",SEC Moreland Ave & Caroline St,33.757275,-84.346626,30307-2705,GA,T1964,,1964,TRUE,2012-03-22 12:00:00,2005-03-02 12:00:00,ESE,Atlanta Edgewood,12-hour,336,394,300,,EST,Eastern Std Time,UTC,-5,STR,(404) 260-0200,(404) 682-7559,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,4889 Promenade Pkwy,,Bessemer,United States,Jefferson,"4889 Promenade Pkwy, Bessemer, AL 35022-7305",NEC I-459 & Eastern Valley Rd,33.334428,-86.990326,35022-7305,AL,T2375,,2375,TRUE,,2008-07-23 12:00:00,ESE,Bessemer,12-hour,340,394,300,,CST,Central Std Time,UTC,-6,STR,(205) 565-3760,(205) 565-3770,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Starbucks', 'Wine & Beer Available']"
en-US,740 Ernest W Barrett Pkwy NW,,Kennesaw,United States,Cobb,"740 Ernest W Barrett Pkwy NW, Kennesaw, GA 30144-6860",NWC I-75 & Ernest W Barrett,34.009047,-84.573229,30144-6860,GA,T0981,,981,TRUE,2012-06-21 12:00:00,1995-07-19 12:00:00,ESE,Cobb,12-hour,334,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 425-6895,(770) 250-7010,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']"
en-US,2539 Piedmont Rd NE,,Atlanta,United States,Fulton,"2539 Piedmont Rd NE, Atlanta, GA 30324-3006",SEC Piedmont Rd & Sidney Marcus Blvd,33.824116,-84.363145,30324-3006,GA,T2171,,2171,TRUE,2012-06-21 12:00:00,2006-10-04 12:00:00,ESE,Buckhead South,12-hour,335,394,300,,EST,Eastern Std Time,UTC,-5,STR,(404) 720-1081,(404) 682-2140,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,100 Cherokee Pl,,Cartersville,United States,Bartow,"100 Cherokee Pl, Cartersville, GA 30121-2954",NEC US 441 & GA 113,34.172491,-84.785638,30121-2954,GA,T0969,,969,TRUE,2017-03-30 12:00:00,1995-10-04 12:00:00,ESE,Cartersville,12-hour,334,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 387-9595,(678) 719-3154,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['Café', 'Photo Lab', 'Starbucks']"
en-US,3535 Peachtree Rd NE,,Atlanta,United States,Fulton,"3535 Peachtree Rd NE, Atlanta, GA 30326-3287",SWC Peachtree Rd & Roxboro Rd,33.851828,-84.358821,30326-3287,GA,T1197,,1197,TRUE,2012-06-21 12:00:00,1999-07-21 12:00:00,ESE,Buckhead,12-hour,335,394,300,,EST,Eastern Std Time,UTC,-5,STR,(404) 237-9494,(404) 720-7752,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beauty Concierge', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine & Beer Available']"
en-US,2400 N Druid Hills Rd NE,,Atlanta,United States,Dekalb,"2400 N Druid Hills Rd NE, Atlanta, GA 30329-3211",NEC Druid Hills Rd & Briarcliff Rd,33.828247,-84.325478,30329-3211,GA,T1486,,1486,TRUE,2013-03-21 12:00:00,2002-10-09 12:00:00,ESE,North Druid Hills,12-hour,335,394,300,,EST,Eastern Std Time,UTC,-5,STR,(404) 267-0060,(404) 720-7734,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']"
en-US,5570 Roswell Rd,,Sandy Springs,United States,Fulton,"5570 Roswell Rd, Sandy Springs, GA 30342-1102",SWC Roswell Rd & I-285,33.906136,-84.380141,30342-1102,GA,T2333,,2333,TRUE,2013-10-10 12:00:00,2008-10-08 12:00:00,ESE,Sandy Springs Prado,12-hour,335,394,300,,EST,Eastern Std Time,UTC,-5,STR,(678) 704-8120,(678) 704-8130,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,1401 Johnson Ferry Rd,,Marietta,United States,Cobb,"1401 Johnson Ferry Rd, Marietta, GA 30062-6495",NWC Johnson Ferry Rd & Roswell Rd,33.985,-84.42961,30062-6495,GA,T2121,,2121,TRUE,2012-03-22 12:00:00,2007-10-10 12:00:00,ESE,Marietta East,12-hour,334,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 240-0005,(770) 308-5861,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']"
en-US,140 Woodstock Square Ave,,Woodstock,United States,Cherokee,"140 Woodstock Square Ave, Woodstock, GA 30189-6500",SWC State Rte 92 & I-575,34.085767,-84.545933,30189-6500,GA,T1780,,1780,TRUE,,2001-03-07 12:00:00,ESE,Woodstock,12-hour,334,394,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(678) 494-5307,(770) 250-4760,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
