transaction_id,date,amount,pokemon_id
829b3dec-cd73-45ca-b77a-8ee4e1cfe396,6/2/2023,18,765
b5687900-d495-441c-9913-da489259528d,4/21/2023,44,8
ebcb93f4-062b-428a-a276-9cf7af9a720e,4/6/2023,36,42
c9f3056f-c627-4fee-96dd-f97d2d3a3741,6/1/2023,34,326
c916efc1-11c1-4dbc-9fbf-7d30a1cce021,5/19/2023,43,20
2bcb83d5-77c3-47d8-b1c7-ab3ba749a607,6/9/2023,47,571
2145482e-4596-48a8-b13a-2595d1cf104d,6/12/2023,34,350
c6631fbf-bc5d-4eae-88c5-aae67239d97e,4/8/2023,27,718
11c1809a-7fb4-4d98-a794-352885c8e1ec,6/22/2023,19,105
6ec685fb-9d76-48ac-8406-dfdef209f6a4,5/20/2023,46,226
6f4646c4-0f56-4d6a-91bd-7fa1abc850c0,6/1/2023,14,695
500482c9-d871-475a-ba07-bcda98c91d86,6/9/2023,57,323
71e04092-3445-42df-90ea-eee702ea03fb,5/12/2023,24,796
a1dc1837-6f82-4825-b4f2-5166b1326cce,4/19/2023,52,692
522852a2-39c2-4c25-a841-deb23815226f,6/12/2023,29,216
b3cb9d37-be03-4c5c-882a-b75da207a7f3,4/20/2023,99,204
ce5e7694-e557-45a0-b758-cc51f787d226,6/4/2023,14,807
2e552778-2bdc-487f-b861-b3278e066b21,4/12/2023,18,459
a0145669-6d8a-41b6-99fc-ec737c3926a7,5/28/2023,84,605
0a8c43d5-4014-4cc4-9f78-6f2db7da023a,4/12/2023,52,537
d84d9afc-9b29-4f15-bb50-b2d1f4602956,6/17/2023,37,430
6a9d4bf3-99e8-4481-b7af-49b8edc29634,6/19/2023,86,317
fb88cc7e-8b68-48d8-b7af-22870ade6035,6/10/2023,64,779
ac53a0a8-640d-4b77-87d6-afc045d49223,5/10/2023,36,488
05c7e881-ac73-493d-8d48-95934b934d81,6/19/2023,56,589
0acc7ee0-4bd9-4b4c-9e74-a8ad807694bb,6/24/2023,10,314
6715262e-b9ed-4dc9-b119-2d3f0cbe9361,6/3/2023,69,771
6b0f1361-e2e2-47de-94ff-4001781f4efb,6/14/2023,48,220
4f0de4b5-b15f-428a-bc58-eaf869c507ae,4/28/2023,19,459
fe92f10f-d973-49f6-b197-49ffc06ba6e0,4/17/2023,5,235
27288ddb-44c2-4402-ad47-0ce5d1ab22d1,6/12/2023,78,677
5abcfb3d-cac4-45df-afff-10a167b5992c,4/6/2023,44,463
bef477b4-173b-48cb-a1ab-eb994c319477,4/29/2023,66,318
e1a4211a-2e49-4845-bbe2-1d5f111ef19b,5/15/2023,41,63
e815b4dc-b0fb-48be-8bab-eaf08d58befb,4/8/2023,70,354
e0145019-5fd4-400f-ae13-94821eb89cf3,5/7/2023,33,251
8f269cd2-8ce4-418c-b61f-d1b02ae45967,5/27/2023,87,303
49b0f49a-64b9-4004-a563-649991fc0979,5/18/2023,59,710
9af3ef64-2303-4333-9d62-c0a6bac4b821,6/18/2023,95,748
be52c6e2-1e1b-4da0-a164-c6f12ba43cb7,4/12/2023,92,355
c51cb058-7570-4b59-870a-76929b0f2b21,6/29/2023,30,159
75cb4d0f-2f7a-4e1d-9555-5dd61e9c7670,5/20/2023,82,16
7fb31473-2a07-4216-a7ff-0a6eeba9d7a4,4/11/2023,9,357
90b2df65-2dab-4357-b337-44736b699c37,6/19/2023,49,710
f9cb60c1-a45c-4f77-b4e0-645641183ed1,5/10/2023,96,171
04c38f57-9c02-40e4-b94e-2480c345870d,4/4/2023,91,704
3ca55a84-f7db-4dcc-9805-53fe7a011ab9,4/15/2023,31,80
d0da7c45-e991-4142-8692-0fbd7b645780,6/14/2023,91,537
b9b22d5f-d9e3-4236-84cd-79cf63688290,5/29/2023,73,782
a0024f79-674f-4fc8-86b6-65e224c443fd,5/1/2023,33,620
4ff601f7-33a7-4edb-a7d8-47c7e13b10dc,6/16/2023,42,83
ba09e5c9-5626-4535-acf2-48f3e262df3c,6/22/2023,98,444
17b617d4-2858-43b9-b809-9bb0aac6e126,5/13/2023,62,617
d1f82afa-de08-48a9-bff7-5cf502ec9ede,4/22/2023,38,476
acc6136e-d3b2-41dc-bc1f-d3b5cb499a64,6/19/2023,72,607
8c3ed236-2fd9-46e5-b860-74d78d98e0b2,6/23/2023,11,313
bc08d355-020d-4f15-8757-572ba84d14b3,6/19/2023,51,538
b68affe3-f4c3-431a-81d3-6d2d2a2e90ed,4/17/2023,93,269
803ef179-c6f1-4321-a610-643decf41870,6/27/2023,23,298
70cf9f64-a242-40d0-9953-1016606d9fdc,6/8/2023,29,252
427fa3dc-f43e-42a5-a57f-ca72eb3076aa,5/7/2023,47,721
6ca3e409-683e-4f74-b7ff-9c5472c9da57,6/7/2023,18,469
58ab15c7-da79-405c-9092-466f86a0c9c6,5/15/2023,84,423
c4343c7b-e54b-4068-a6fc-8335e5d88487,5/31/2023,30,89
136729a4-3cc2-4c1d-9c6f-e03b9124ef68,5/7/2023,75,415
0d481ada-a2c5-4f7d-b2db-0d52f7f8776c,5/30/2023,14,668
ba201747-2502-4bbd-b074-9bc0892cd760,4/20/2023,49,384
392a9247-2594-42f6-b3c9-c145eff0d3b8,6/4/2023,68,40
5dafb304-5fcc-4715-ac01-0e3a2ee7b600,5/5/2023,81,143
5dd2b06a-c1dc-4ed6-a693-56d159182c86,6/8/2023,24,373
2833d6de-8f22-48c2-82e8-61a03b80895e,5/27/2023,97,439
215a978f-209b-4d56-b102-f39999053d01,4/4/2023,69,411
8c208c80-4ec2-4ac0-9cdf-2c337da0cca0,6/23/2023,76,35
a4bdb8f7-ebea-423e-8c12-5eeee36e5e88,4/7/2023,73,297
384178a6-78d7-4ba5-9c64-1a3facf6814f,6/5/2023,69,280
456b4070-bb44-4058-93c8-80d6714b854c,5/4/2023,41,658
fdfd8a22-28ea-4aa0-9447-5a97913acbcd,5/27/2023,36,463
0dea1f01-b52d-4f85-8fdf-8db44f1d8f6a,5/20/2023,18,122
0eacc1b1-5195-4ac7-8723-078a7ba17595,4/5/2023,73,48
4e155d7f-d38a-49f4-a4ac-42ec7f66d9d9,4/9/2023,39,325
2147364e-7c09-404a-9410-3cbaeb6afa81,4/10/2023,52,602
424d494d-0e77-47e5-bd75-9cb3ad9edb55,4/18/2023,45,255
8c0cb704-da9b-47c5-be29-6fe19142f744,4/5/2023,48,49
24953cd4-9b51-4658-903f-d987a9347028,6/23/2023,57,364
d442dec3-d899-4a43-853b-f70978410639,4/27/2023,86,603
458df6c7-1ad8-47de-a9b0-4763347fa50a,4/9/2023,54,231
fc6ab9ba-d00b-48a4-9fbb-73da6b5e2ff7,6/19/2023,26,210
a116af43-e491-43bb-8746-583a9bf04c91,5/23/2023,96,63
f03bcff8-c932-4211-a780-dc02e4fce375,5/28/2023,30,555
c88033c4-3ef0-4350-bcc0-c1e0da8d684a,5/25/2023,89,371
25984845-0c2b-4e1a-8ced-0a753d6ba31c,4/13/2023,15,795
8ece0d3c-13ba-434f-a427-fa40f54d2a78,6/12/2023,39,15
e40e298b-3480-465d-9c7e-66f48891f3b8,4/7/2023,91,506
e54345e4-8ce6-491a-a1b0-1aa2c08c07a9,5/28/2023,64,100
5dbf9a60-004a-4ba5-aa8a-aae1beaf6cbd,4/29/2023,41,189
65bc74fd-677f-439e-b331-e28d078591ff,5/3/2023,25,423
d478fdc1-65d1-44cf-b116-77a508fe2fb4,4/29/2023,53,711
2785fd8d-6241-48c4-ab92-a2853f8b703d,4/23/2023,90,202
fcc9f4bb-3f13-46dc-9642-7e19252baca6,5/21/2023,68,583
26b359ed-31f8-4870-8880-d09d01a3a255,5/31/2023,11,491
cfd4b747-b393-41fb-b7e6-a634d8e09915,4/21/2023,21,290
b293e235-8a62-461f-bf81-15ad981c28a3,5/12/2023,86,104
07a312c0-2a60-45c5-8069-dee8296f08e2,6/6/2023,45,150
8f38c5df-df0d-4211-a8a1-4d77a4732f95,5/12/2023,65,600
1d72607d-8600-42eb-a2cc-df763e1ff410,6/14/2023,50,536
671c9cc0-ed75-4784-abf4-d7303fadafde,4/27/2023,9,245
d149cc7b-2278-4799-9d73-b83cf545963a,4/27/2023,73,190
49783ffd-6abc-48c6-815f-780e8214867a,5/28/2023,60,616
ba3b6295-18c4-43a4-a2b2-e6b4fb4ca0ad,4/7/2023,45,45
3de12cd2-bfc6-4783-8e0e-ef0936aa7d18,4/29/2023,41,528
20d90e44-6c8b-4411-8e5d-588488b231fd,5/18/2023,91,329
9652bf2d-cb34-4025-b4a5-d91f63389ede,4/30/2023,21,146
47cec445-4854-4a27-b868-59cb70f4da2f,5/15/2023,11,589
72c78b96-228a-4f97-84b5-b61fc0eb3f62,5/28/2023,73,106
d019f1cd-8784-434f-99b0-10ffb7593109,5/20/2023,46,290
bab0ffc6-599e-4361-b2c6-8c103c068d4b,4/29/2023,20,505
0f7f10e6-ab8a-4c3b-b35a-74b773cb4f8f,6/7/2023,26,232
9dd5bbac-7b2d-493c-97f6-69535d4af821,5/8/2023,38,724
9f695bc4-f1cb-4161-95b2-a9b78331cd92,6/23/2023,42,280
a70abe40-8d6d-4997-85fa-1e7d22a89adf,6/16/2023,51,498
a67a1ade-535f-4b7b-898d-ede3401e96a9,5/16/2023,40,181
582f924b-a1b0-4f5f-afca-bf6fe07d63b8,6/22/2023,23,165
bfc0a438-3bd0-4f91-8514-9156a8902792,5/22/2023,94,183
61594cb9-40d9-4288-8726-89a89629b61b,5/25/2023,40,13
2cfb72c3-f9ab-452c-a9ad-a937bb93bda8,4/24/2023,10,583
27a4f3da-78d5-4688-af80-1cdb91f52849,4/28/2023,31,800
a9638a28-2e4c-4a2b-9a73-1e7dbd28fc26,6/3/2023,72,359
a9d587c6-8c71-4ee5-bffd-5758d0d1a10d,6/3/2023,21,4
a8c8d187-ea15-4733-8894-9f1b7401057e,5/11/2023,62,336
51c991ed-7a46-4f7a-9e99-8b8517ea2c6b,6/17/2023,59,64
cb70beec-52e9-42e3-b517-6b2a0dee1a83,6/5/2023,95,299
73a65e47-2392-47ca-a4d9-e04839b93b63,5/31/2023,58,317
68cb19e5-9ced-4d5b-955f-251e717e4e83,5/8/2023,11,145
e9b0e070-14c7-4f92-ae5c-16082945b042,6/18/2023,24,54
a503fc5e-6963-4aa4-b14f-bd64046f74d3,5/1/2023,85,466
16f83d0e-a2d2-4dbf-bee5-4979286b39b2,5/4/2023,99,400
baf602b8-9f5b-4acc-a42e-73a335f396b0,6/22/2023,92,318
d4719747-5179-406b-b202-64e29b003769,5/22/2023,37,695
67c7f2e7-1265-4e76-8c7a-ef1313c89224,4/26/2023,28,6
a90c35a2-9bcd-4866-9d51-b65ff2282b8f,4/22/2023,57,611
94e1e807-c929-41c7-86ea-6fe6f2e06f97,5/17/2023,32,67
ac543746-a080-4dbc-b16c-ee97b305c8d6,4/27/2023,79,670
7c929970-e45f-4c0d-abdf-8119994bb62a,4/25/2023,64,732
75eae06e-8ff2-4ea4-81f3-6250ddc1857f,4/23/2023,68,438
b81014c3-1dad-4a6e-a702-99f73b40de02,5/6/2023,43,194
02af3aa4-0577-42b8-8f78-a423ca417c65,4/10/2023,28,649
d8e70ee8-f836-4f7d-b8b0-7bd005f5e5b8,6/5/2023,99,322
efcfb9ce-2fa3-45b4-bbc2-d08d67cd944a,5/23/2023,76,349
d3635dab-95e6-4b74-9c9c-2c4482892033,5/27/2023,18,373
afac6459-8a0d-454e-8ac4-960faa2f485f,6/26/2023,25,99
8b1904d2-f0e0-49e5-94cd-f9d9c6c8cac6,4/23/2023,49,165
5e373f4c-038d-4ed5-aa40-498904c04af8,4/26/2023,80,163
12e4d5c2-c0b6-43a4-b271-ed3743ed05f3,5/8/2023,6,437
2abe03a8-b876-46c3-8b46-edca03f76964,4/11/2023,28,405
794cf6e8-05db-48be-97db-87f093bd732c,5/24/2023,53,779
d188cba3-abf3-4fd9-8b0b-ce38ce8f81d9,4/26/2023,5,701
4177dee3-02c7-425a-8ba9-a10b3a09db97,6/9/2023,27,289
e142f337-67ab-431f-92cc-c4509a4a310b,4/1/2023,82,241
d608e838-92aa-4f8e-b513-c2bf4361ea50,5/13/2023,9,53
ad5d504f-65f7-45f1-9e74-13fa963fd09b,6/26/2023,68,296
ebe50247-bb84-4145-8123-e564f67d6f5d,6/11/2023,5,467
8443de27-ed15-4be0-b94c-3ebb605f5e6b,6/4/2023,26,590
1fa04a4d-8e6a-4f19-8dda-1ce842a0ba57,4/1/2023,39,91
da721a1a-7e7d-42f7-9ba8-f9e1711ac179,4/24/2023,52,531
7cbdfcbf-fd16-43a5-afa1-5d5904e16d9b,5/18/2023,85,725
260a131d-f5c0-4b1e-8208-f6df501e2cfe,4/10/2023,23,240
230d6e4a-d138-40a5-8bfc-281d42c72e86,6/2/2023,6,227
8d1ca5ca-f677-4c67-b5be-b17e3b9df7cf,5/6/2023,23,770
83095206-2150-41ae-8232-6a3b8e885b47,4/21/2023,51,463
013963dd-ce72-4a81-97e5-561bfbb81465,4/10/2023,31,340
8b875ad0-1eef-471b-9160-55764995b51c,5/27/2023,55,312
513fd5b4-181e-449a-bbb5-5ee92cc633e1,5/4/2023,73,697
70ec7bcb-129f-4278-a833-eddde7dcbe6d,6/6/2023,42,751
593b55e0-1854-4189-84bc-aa5a60ad8495,6/23/2023,36,360
49b9e12b-aa35-4837-b376-59d82291c0b5,6/24/2023,43,191
1573be51-e6c2-436f-8c6f-0d594f85f60d,4/2/2023,64,121
60fd854b-6477-4d9f-ad9e-1d2293743499,4/11/2023,38,70
50137085-9990-40c0-a275-ef32176375ef,6/6/2023,42,220
9d59d285-9f33-4f53-a3d9-3faebf033944,5/20/2023,92,30
554cc87d-87af-45f8-bbb8-46eb99b23d5a,5/31/2023,52,606
69fcdad1-14e8-47ae-b460-095c1209e5bc,4/21/2023,17,732
6d38a60a-3110-4e79-a7f8-249283de7138,6/3/2023,26,97
61794a4a-82f8-4b03-a219-038c9e4d038c,4/22/2023,24,705
088af9d6-d76e-4b0a-8d0d-3e46ff7b31d8,6/26/2023,50,795
d4ea1682-a4a6-412e-8b14-242b6e9258b8,4/1/2023,19,674
c987be83-afc6-4b4d-b872-1ce7f8cfe231,5/15/2023,75,722
c74bcaf6-cb40-434d-9e33-26bb80265ed3,5/27/2023,15,233
d86f85f4-3644-49f7-82db-f5145f44b5d2,4/4/2023,35,681
3a21e934-7909-431e-b4dc-44ccfa11ec76,6/10/2023,39,775
b43c3514-eb4a-4c6e-8597-d74f49ca4c66,6/1/2023,51,554
05e8f604-3e96-4e48-8047-99f152988307,4/24/2023,52,801
a4b407fa-689b-46c1-9d66-26e7faaa28de,6/6/2023,76,700
c8c6bb81-1975-4a5c-8bbf-45546efe7087,4/14/2023,79,94
b6208c46-1dc5-48d1-b455-e666cf3c7fde,5/16/2023,38,436
8092f4c9-dd22-4535-9b4e-593380e15212,6/15/2023,22,20
5d15a48e-5870-4dd7-adea-0106d32d32bf,6/29/2023,10,662
f218fc06-5986-4a41-ab5f-522ad860f646,5/8/2023,11,589
b91e36d4-99a3-40a2-b3d4-955b45966732,4/17/2023,72,485
de4d72e8-0df0-4604-833d-4913a74e0a03,6/6/2023,11,597
65b145eb-18fe-4164-96a2-1e959a22a5c9,5/9/2023,83,669
2cc56d2e-affa-4547-a6b7-fe9d8d600863,5/17/2023,95,93
06bf91f6-f7c9-4056-a7ab-91ca4f26b20a,6/10/2023,54,722
531c6e16-679b-411c-b7e8-f443a7546e51,6/20/2023,68,342
dd3630eb-429f-41d3-a4de-43ce5ee975da,6/19/2023,32,741
fd3b28d9-028c-486f-8b04-f91a03d312ca,4/7/2023,99,186
dfb843d9-3cdd-45e5-9cc7-d9880d6947d3,6/26/2023,43,222
c8a52ebe-c9e2-43c0-8987-ea7e9aa42d63,6/16/2023,37,520
35fa3964-a347-48f8-af5b-0ce7247b26bd,6/17/2023,26,317
d11f5452-5275-4f5c-b4fc-095e603250d1,6/9/2023,83,239
8de6b622-e76a-45f9-87c5-a22714deb1b2,6/26/2023,91,623
222e7556-f264-4820-86de-fc2fa2dbedb8,5/31/2023,57,383
32e0e16f-f96d-4652-a613-c5badf0652dd,5/16/2023,21,186
8781ad36-503a-4817-ad0c-7a4d7cde797a,5/5/2023,36,258
3d59b2e1-c3c0-4b7b-a16e-88058bb03d9a,4/23/2023,43,440
14aece26-0454-403d-af69-11f8a33d6b7a,6/5/2023,60,661
0088d3a7-2573-4126-9175-a260709175b8,6/6/2023,18,558
60adc610-d0e0-49e1-94ce-8217b2e28720,5/7/2023,17,621
a2b855b0-92ff-43eb-b259-43ee83525d7c,5/25/2023,28,450
22699186-cdda-4c85-9e15-0008a39175ac,6/25/2023,69,598
e63a95fe-80e0-42aa-a3f6-7cc9caa86e4d,4/26/2023,52,660
450e2202-90cb-4306-82b1-dcaf1d128e7a,4/15/2023,77,695
05c5aea8-93c9-433c-96cd-d3531841acfa,6/13/2023,62,99
0bfb6522-ca47-4ea3-9d73-8447f3275d74,4/3/2023,59,257
3fcc31dc-517b-461e-a999-8c5e42cdd211,5/20/2023,78,182
fb587283-9fa1-4750-a733-16244a65e073,6/18/2023,13,626
138752a1-f0d6-4c4f-a50b-7b91a2d90dec,6/3/2023,45,429
630abb2d-9684-4d27-b117-3c5d3dd6eab9,5/19/2023,59,254
e4df0bb2-e234-4957-bbe6-0f65ec90c720,6/4/2023,94,556
80fc363f-9c81-446a-aae6-a1b0f83ebfd4,5/25/2023,7,748
03f9ad81-cc2d-4651-a74e-eccb98206328,5/9/2023,39,530
812d801f-7d41-4320-b3b5-1a215035724a,4/5/2023,75,51
84522dcf-710e-4b4f-9cc3-efb5bdb6653a,5/9/2023,59,390
b3b229de-8486-4c19-ae83-31b5fdc2c29b,4/11/2023,78,740
63771cd3-4d70-406e-835e-05621143f159,5/21/2023,34,13
4af37716-9844-43ed-bf3b-b563f985cff0,4/28/2023,90,701
d3a3831e-30dc-458d-9f00-fac6ca3d45fb,4/1/2023,49,770
98d4ec21-3a5a-4fce-bc27-ad85ad10eefa,5/22/2023,58,52
bb1203cb-9cee-4c4f-9298-4294ad84a17c,6/13/2023,28,422
4ca7c9f6-525c-44b5-bdd3-ae3f989906f3,5/28/2023,70,273
3f83af78-2269-4d13-95cb-5f1b63404248,5/26/2023,87,451
0a61ab07-53e3-49fb-a23c-de5226fd13a3,5/20/2023,66,421
6d3958f4-8141-462b-a15b-c15fc50c091b,4/7/2023,53,474
f5f84fe1-daa8-4329-a095-5de88559ec00,4/25/2023,8,263
08f71481-e1a9-415d-87ea-0f72aac36d3a,4/6/2023,25,69
269053e6-57e1-4080-a052-5bdfce914b3e,6/13/2023,40,318
249d3086-8d37-4d6e-a4c7-41b4d421f537,5/26/2023,85,369
38e6567f-e26b-4f1b-9454-511bf0b01f37,5/15/2023,98,54
5ac43f86-88e9-4f65-97e7-b0edc9a698ab,5/14/2023,82,21
0dd988c3-7f23-41b3-af27-45c02c37c525,5/7/2023,49,561
c55d4ed6-969e-44f0-801a-e2956b56b575,5/31/2023,29,18
446756da-5b7b-41d0-bac1-5623a9433589,4/24/2023,80,508
e0d9fad6-6cfd-4024-ad93-88bcf04adb51,4/30/2023,7,96
c3b793d0-d6f5-47dd-bce6-0f1574158fda,6/16/2023,42,730
305766c6-2c18-42e7-9b23-6ec66325d37a,5/4/2023,99,343
d4aedeb7-b4e4-4d68-9974-361c09b4c9fd,4/13/2023,25,112
9001d2c4-aeca-48ed-9980-a9490e134104,4/17/2023,77,624
09020c17-abed-44fe-b1da-0bd2cbc7900a,6/1/2023,31,332
7a72d05c-33b6-41b5-80a7-3151a4c9a3b1,4/22/2023,36,192
447f0a88-2144-4895-a2a5-8d23c9479dcf,4/6/2023,86,710
d13af86a-74c5-46bd-ac46-d2ed80eaf7f0,5/23/2023,25,483
fd322301-d781-492a-9f20-7a31d850083e,5/21/2023,35,489
875ca2f4-0fed-4354-b250-373f03f2325b,6/5/2023,52,368
82a3746e-299c-4078-8e7e-d4f91e7856a8,6/10/2023,92,770
1852633e-8f9c-48f8-a4cb-45e7ece9c3c7,4/3/2023,73,154
14a32adf-fbbe-4547-bf0c-02851a103e78,5/17/2023,48,767
6a7b02ac-8147-4855-8306-27921068d72b,5/17/2023,43,487
5f5ad133-fafa-4ba0-b2a5-4654578856eb,5/21/2023,61,78
51692466-e998-45a4-8449-d6e3ec9e1d60,6/5/2023,75,791
3e445efd-a2b1-4bf1-9cd9-2d7231981cef,5/16/2023,53,115
a254e907-44ff-4471-bda2-7740e2f07ddd,4/19/2023,99,321
5bd3a453-8fa2-43fa-8c0d-7c0edf04e95e,6/25/2023,88,391
0b209137-808e-4664-b96b-0f479ad48e99,4/7/2023,71,794
41e97222-fa21-4a40-ad68-eb2e0282a03e,4/20/2023,8,799
a778fcc5-2ac2-496c-a914-0af462c75029,5/2/2023,5,520
0bae0660-15d9-45a8-9f60-fcff09f8f8bb,6/6/2023,62,673
a9c4f2f8-ce02-4834-8dd7-431a8df85209,6/21/2023,41,176
bb88298a-4918-485c-ae44-423c33582aae,6/14/2023,59,248
022341b8-13d5-419b-b527-f28a99cfc6fb,4/17/2023,79,295
8c263776-a735-4030-af71-404b14d15fb7,6/16/2023,87,147
3a32fba6-7598-42ec-a8fa-6df4b65a9012,6/20/2023,65,417
05ce93f0-a0ea-4fd9-b7df-137b7b0ec856,6/26/2023,75,110
cab75163-6600-4c9b-9033-3c9bc4e673bd,6/11/2023,33,619
89551907-fa9c-4dad-b422-26f5a33eca52,5/1/2023,61,552
0ac8bd0d-5297-4aaf-aec1-098ed66d87ce,4/13/2023,67,89
631c85b2-8a7a-4b3f-bb6f-aa2500581f34,6/24/2023,68,499
fc94cfa8-2c44-4ea6-bb0f-0375fd2ad588,5/9/2023,10,7
d647e3e8-88ba-4b96-98a0-a49c46bf772c,5/3/2023,51,252
38c91a4c-8f51-423a-8b79-bf2e52143c9d,4/12/2023,8,237
59132023-e4ff-4910-8e48-991b2908b2a5,4/11/2023,24,218
7aa4a3cc-f1c9-4d74-8aca-a270aa730d3f,5/8/2023,67,561
66e86853-70e1-4938-bccb-08ec4cd902cd,6/7/2023,44,149
811614f6-07cb-40ae-a599-5658d285d2f7,6/4/2023,89,105
0e0dde47-5937-4464-8acf-96cb88a375c4,4/6/2023,44,650
52cf7eea-5a7c-4085-a848-5db2dbf97cbe,4/11/2023,58,225
52c1f577-19b2-414a-99fa-f2de49d5f65a,5/13/2023,75,558
97d3dca9-fd5c-4d4e-8c26-b98a4c94d99d,4/7/2023,12,465
21c04c82-df2e-40ad-822d-4f99ee78c72c,4/17/2023,90,625
21666043-af22-4530-8295-d53e2914baae,6/9/2023,80,293
0f694367-ff76-4c88-930d-8a8ec0183e88,5/17/2023,91,549
a3241412-d0f4-4d84-a0a7-487d70d2efc7,4/6/2023,26,278
ef73fe13-1b18-482e-a03a-410a8ca60d48,4/16/2023,59,529
df6398d2-b0bc-4a67-b677-9fe2ca904ab3,6/27/2023,88,247
26af6f19-e7b3-4227-acbc-0095daa89948,6/12/2023,72,229
