transaction_id,date,amount,account_id,type
51a17843-65fd-4ee5-a927-79e3f6cb8cd3,7/11/2023,7612,1bbbd71b-1170-4f4d-8b20-87e32162e044,service-fee
a4433bbe-77e4-42a0-ba1b-d2e75ebb0f70,8/25/2023,3271,de325625-d86a-414a-9482-cf08c283b6aa,withdrawal
9af93971-2886-477b-b6a1-7ab7ad8cc0bc,6/24/2023,7588,40361600-9480-4a8d-b5dd-0fcf1cc88d3c,xxx9438-withdrawal
6a33763a-14c4-46d7-bef4-be78d7a05bf4,9/2/2023,3044,6338ed0b-eac4-4edc-aed6-7b36a82a6e1f,094390=deposit
3ecb3faa-c67d-4281-9d0e-1b463e08dd0b,6/7/2023,9257,6ff2c760-8818-4e74-95cf-6e5027bb8f3b,other_fee
5fdabc18-f0dd-4420-a718-de3ef5ef32f4,6/18/2023,5725,2642a1c1-39cf-45b0-ac37-898690a2f833,deposit
f81c9a09-a95b-4dde-a876-0a752832746d,6/29/2023,9260,4aae0c63-ef86-490c-a34e-aa97551e185f,fee_fraud
98b9a21a-8077-4810-a9b8-c7a25e812e02,8/10/2023,5711,d6d898a4-93e8-42c8-8fcb-a6b0ded70a15,xxx9438-withdrawal
d2de67a6-3c2d-41c9-8b5a-8e027ff12516,6/3/2023,7829,7137df4b-bac4-4196-bce8-7c56a24a103d,deposit
7ac4f974-3e7b-479b-b70a-7f427869af6b,10/7/2023,1876,1185b27a-c7af-4882-a67b-23ae467fd8f5,deposit_random
7fd3c7a5-0ff0-40b9-a447-388b61e9eb76,6/24/2023,4153,aab2407f-70c8-4fde-8722-2949822d7f8f,094390=deposit
5c6be659-973b-4343-82ff-df61844d1c7f,8/18/2023,5999,fe236332-79e3-43e3-8e9b-91a82a46398d,xxx9438-withdrawal
16513a6f-3eac-44df-92f6-925d0e9df402,8/15/2023,244,0da282ca-1817-4309-a708-febd3f303e84,deposit_random
791a7810-949c-49b5-98a1-521a9f8551f4,9/15/2023,8780,9377a763-a283-4ca8-99b0-d06038be15f7,administration-fee
2ae3e2ec-a2da-4a1a-b896-df8b036399b5,8/2/2023,3901,33a0a8fb-150e-4a1c-902e-c583a5160ca4,withdrawal
69a0d486-2afa-4333-99cc-996188555287,6/7/2023,9446,afcaca65-a0a8-492e-b303-b8084a878f90,deposit_random
9c9f2812-91eb-40c2-91b0-ebb1e4828eef,7/24/2023,602,ae60770f-69bb-4e8d-ad12-6473a7ddeedf,deposit992348
392b8e34-ecf3-4157-8e34-a9f5b04821cf,9/15/2023,3368,32978068-85cf-44d4-b8ed-e5e8219ea79e,deposit
2677e30a-c8f8-4d12-aabc-b29d3ffa676f,6/5/2023,2178,4aae0c63-ef86-490c-a34e-aa97551e185f,withdrawal_random
f909b263-a44d-4913-a33d-f3097223610c,7/27/2023,1843,32978068-85cf-44d4-b8ed-e5e8219ea79e,withdrawal_random
e865611d-469e-46bb-8fc3-9a5a27622f5f,9/2/2023,5593,6c90f2b4-e46b-4f5f-b393-3632a85bde17,deposit992348
151367c2-d54f-4482-ab54-9ced1c11032c,7/2/2023,1257,acc7bd23-c436-4228-a49a-9fb1f6357c32,withdrawal
70c6e6ed-9c61-40fc-b84b-68a22f75228e,9/30/2023,5684,68de47bb-8630-4ad6-ace3-d9041909d267,deposit_random
6ae8e46c-ccca-48ea-b9a8-5ff5f5691cb3,7/20/2023,2831,e206aee5-6898-45ef-a90d-25468d4ac6ec,fee
cfc22ac1-3168-49b2-b7c0-4038851d266a,8/6/2023,4450,2e07846c-35f1-4a15-9278-ddd8d49e932a,deposit992348
4f1cee72-296b-4a0d-9736-ce8aae39abfb,10/1/2023,796,60f2711d-3ce7-4bde-8547-40dd0a58909f,administration-fee
67987db7-7c2d-4b4b-be32-20bd9ff7fe97,6/4/2023,4389,fdc7207b-d20f-4bee-8d0d-b9f06e250768,xxx9438-withdrawal
c33f4c1d-309a-4525-8144-7f2a4079a5cf,7/5/2023,5172,43dfff46-1886-4d85-9434-47b30c9231d9,service-fee
1dbe6b1f-0f9b-4960-880c-912d2bb111be,6/26/2023,551,dfd4b130-3646-4739-b199-9bb097ce112b,administration-fee
24922ddf-9055-4b50-a1d0-05bc4d46f964,7/16/2023,821,1185b27a-c7af-4882-a67b-23ae467fd8f5,administration-fee
eea05c9d-715b-45e2-bde8-00161a880b66,9/28/2023,8141,acedebc5-c3c8-4ed8-bf75-66af1f7c391c,fee_fraud
6e77c3cd-43e4-4cb4-b07d-eebc175fb763,8/30/2023,8987,de325625-d86a-414a-9482-cf08c283b6aa,service-fee
1c7ee605-ca38-42fa-8633-4ca1e6e0b246,7/12/2023,486,1337bbf2-bfec-41dc-b409-e1c7c58c4d42,094390=deposit
eca21ee0-a29a-4713-9312-2410f6a7e055,6/5/2023,2558,7e4a4b18-a2cd-46c7-83a8-e7a1f5e4eedb,xxx9438-withdrawal
c9506145-ec1f-4a16-a8ab-6c54ee180674,7/22/2023,2387,0da282ca-1817-4309-a708-febd3f303e84,withdrawal
29d1adb3-a8b0-4f65-965c-d7c60809b3a1,8/23/2023,2884,a42d76de-0301-42a8-81f3-ac5a1ccee153,withdrawal_random
041a0493-dbfb-45db-9b2e-06a266e35878,10/5/2023,8775,3876c816-fc10-413b-8258-6b42f1737ad2,deposit_random
c6c69eff-4f93-4a48-9188-cacb99f35ff7,7/24/2023,5833,1d114f73-67ed-43ae-9533-d02d7307c099,other_fee
357f01c1-5137-4f54-b5b1-4f9c4ce6e18d,7/28/2023,8467,c709b653-4428-4498-aed8-97f404f0ef75,deposit
5833c3ca-4e6a-4a68-a188-45c4b449e749,8/22/2023,6958,eb7cdf19-3dfb-4650-a45b-f7a43977f783,fee_fraud
23667f23-3072-46a6-aeda-9ac585b0da2c,9/23/2023,4887,a3747eb7-2d81-4568-b0f9-0bfd39956afa,fee
e505454d-eb5b-4b8f-98f2-976518c362b7,8/17/2023,9830,6ff2c760-8818-4e74-95cf-6e5027bb8f3b,service-fee
2bd84f53-ec7a-4e69-bc79-47f68305fc47,6/13/2023,3384,1337bbf2-bfec-41dc-b409-e1c7c58c4d42,xxx9438-withdrawal
78b01ddb-507c-47e3-b395-a5e144708f44,8/14/2023,361,f936bb04-e683-4d70-81f4-aa4e77a790d9,service-fee
40ab04b3-89b6-465b-aa3a-7476c84ba6cb,7/19/2023,9534,c39e172b-e288-40de-b46b-49a6c9178d82,administration-fee
c1990582-714f-4cf0-8241-abd378f2aedf,7/3/2023,3448,45e9c335-7b52-43a5-8c7a-1dec2bacdfc2,other_fee
3b2f9709-e9ff-4352-9b47-10539717ab18,6/23/2023,6953,3e54b5d3-93cd-44cd-8ae4-880f0dd70697,administration-fee
ec2dc294-b200-4329-9a23-c8413e8b7a7d,6/1/2023,9939,ebf5100d-865d-4573-96a2-c0920c5e0ba1,withdrawal
23edf408-9c4e-47b3-a206-2a59b3914ff6,10/6/2023,9298,06587032-81fe-4011-8b2c-21feb27efafc,other_fee
d82ea220-1668-4433-bce4-3b0b01230634,8/13/2023,2413,43dfff46-1886-4d85-9434-47b30c9231d9,xxx9438-withdrawal
6b18332b-f243-4905-be7f-3ef0380856df,6/25/2023,5662,7e4a4b18-a2cd-46c7-83a8-e7a1f5e4eedb,other_fee
7af3e992-3cf4-4457-bf05-e1ee9056e8c9,8/19/2023,6591,68de47bb-8630-4ad6-ace3-d9041909d267,fee_fraud
ae19fec1-8478-4a5d-8e41-386b36baffd3,7/8/2023,7983,68de47bb-8630-4ad6-ace3-d9041909d267,deposit992348
1ca51512-dfc1-4779-952d-19d0fe83335d,6/29/2023,6402,7e4a4b18-a2cd-46c7-83a8-e7a1f5e4eedb,094390=deposit
2009d8d8-78c7-4805-943c-bb926ce63170,9/28/2023,4582,43dfff46-1886-4d85-9434-47b30c9231d9,deposit_random
cfdf8ef6-50ed-4cae-9231-a308e40ec409,9/28/2023,8072,f3ecc59d-b049-49ac-b892-ca0b02384d67,094390=deposit
eb929bbd-8571-4e8e-93a7-6acf3f2fba7c,8/10/2023,7765,6338ed0b-eac4-4edc-aed6-7b36a82a6e1f,fee
be2ff6a9-60e8-44d0-88f1-a80d0bfac514,6/14/2023,5875,b453afb6-d917-4519-96e2-7e89035ad777,xxx9438-withdrawal
03404e89-ee3b-44df-abfb-49a8d64719fb,7/14/2023,4050,3e54b5d3-93cd-44cd-8ae4-880f0dd70697,fee
22e9dd23-e6c6-4acd-9e31-02c0a0476d86,7/4/2023,8870,acc7bd23-c436-4228-a49a-9fb1f6357c32,withdrawal_random
4bdae610-8f29-4053-865f-3e91bf243b5c,9/6/2023,2992,7a00e332-23d2-469b-bde9-87252c0536b8,deposit992348
46533298-046d-481a-ac1e-dd99abc9f0e6,6/24/2023,5516,0f83b8a4-09db-4890-b89c-a34c4a8422f4,administration-fee
4e146df6-1c1f-4999-b0a1-0e378752be45,7/22/2023,2213,b453afb6-d917-4519-96e2-7e89035ad777,fee
c4be8228-54b9-4877-be57-2e406e6c2d2b,7/19/2023,6096,4ab16856-d09f-4db9-8787-6b733b40a4bd,deposit992348
d0c02f85-1b4c-48be-a287-7880284fd16d,6/30/2023,4930,06587032-81fe-4011-8b2c-21feb27efafc,094390=deposit
7402e6da-9255-4c09-81de-c4981d13d388,6/17/2023,7579,71464ff8-2e0d-4fa8-a599-e347dd0be2fe,withdrawal
dffba70a-f527-4a4f-ae68-9594142123e0,9/7/2023,533,5f33124d-2484-4c94-88b8-22475befbd3a,other_fee
52de8770-95f5-467f-b58d-c85e2f42d8f2,8/22/2023,4874,40361600-9480-4a8d-b5dd-0fcf1cc88d3c,deposit992348
457b5a55-d783-4269-84b4-96b511ab8ae0,6/12/2023,1944,33a0a8fb-150e-4a1c-902e-c583a5160ca4,other
1969d6a1-21b3-48f4-b043-fd399cd319de,8/1/2023,2421,c10a4fba-f7c1-4861-9265-420e434d51ac,service-fee
68f5360e-0b95-40c0-bd16-6e4b3c0cfb67,9/25/2023,1756,8f28322f-1ab6-4c89-a4e4-951bbad36928,deposit992348
af88d738-0442-40f2-acd7-c3fd609cfc56,6/30/2023,3897,d6d898a4-93e8-42c8-8fcb-a6b0ded70a15,094390=deposit
2210a5f0-c24a-492d-bd05-a12166bd71f1,7/12/2023,3298,4ab16856-d09f-4db9-8787-6b733b40a4bd,other
e67f6abb-b931-405f-aa64-56ef6f3f3818,8/22/2023,2044,e64bdb05-a6bc-4ac9-b8fa-9d456ff92bd7,withdrawal_random
7fdaf918-70b2-468a-b84d-a58a531c9493,7/23/2023,3464,dec2762b-0505-4101-9867-94a4b2cfa328,withdrawal_random
1a54f94d-b927-4200-8121-1feb38eaedec,6/11/2023,5140,21d1c76c-55e0-4d83-a740-cb096198bb7c,deposit992348
b3b13bad-45df-46e1-b4c6-aa38811348aa,6/28/2023,671,43dfff46-1886-4d85-9434-47b30c9231d9,deposit992348
a6c4b88c-00cb-4db5-970c-9223c422c106,6/22/2023,2013,6cffcfe4-357a-457f-ba06-b9036be2c12a,withdrawal
cc4bae93-5355-4098-a03d-208e8e7a7270,10/2/2023,7572,c102db30-9c07-413b-ac9c-915957e8a121,deposit
9e1bfa00-b22f-4fea-8e20-2f170689b4f1,7/15/2023,7766,d44c1b12-0239-4ca0-b3c6-271c55431341,withdrawal
69a73555-9791-4025-9871-a233fda57447,9/6/2023,4853,1bbbd71b-1170-4f4d-8b20-87e32162e044,xxx9438-withdrawal
d8151bcc-26ab-431a-a696-1c555ca25978,10/8/2023,4755,1337bbf2-bfec-41dc-b409-e1c7c58c4d42,administration-fee
ceb2937e-1038-4462-9c12-cac3ecc9a9a0,6/11/2023,7296,84c7e633-faef-4ca6-b040-251a7a18d9eb,xxx9438-withdrawal
d413417c-cbe3-42b0-baf7-dfb08546bbc2,6/20/2023,4907,e8e6bc0d-99eb-41ce-b1cd-4cd25cb128de,withdrawal
985865c8-b88b-4a33-946f-42c961f06a3e,8/18/2023,6192,ebf5100d-865d-4573-96a2-c0920c5e0ba1,administration-fee
27e16473-eace-4002-974a-f0d3a5fbba9a,7/25/2023,9480,ebf5100d-865d-4573-96a2-c0920c5e0ba1,other
23640934-9e7a-4acd-9b36-2265f9faa922,8/19/2023,8575,6cffcfe4-357a-457f-ba06-b9036be2c12a,withdrawal
9692bd0d-65af-4ee0-84df-6d4ac7b3f4c5,7/30/2023,789,3e96b076-7208-4fb8-acff-d9c9aef491d6,fee_fraud
bf2256c1-5a9f-476f-b944-3eb931d1d69c,8/14/2023,6285,02e520d6-bdf7-460a-a74c-effaf490af2e,administration-fee
c492e2f0-8020-4912-8bbd-3e2756839dd2,6/26/2023,2120,e1113b43-72f7-4071-ba18-6e59e74761bb,service-fee
417c4eb9-03ae-4802-a4cd-3e173663f069,7/15/2023,5774,5e63eaef-81c3-47b4-a939-7810c57e8601,xxx9438-withdrawal
bb31b3b5-86cc-410f-9c88-1c7816df3511,6/10/2023,7627,40361600-9480-4a8d-b5dd-0fcf1cc88d3c,deposit
a3fe3a47-3b15-4dfc-9614-789604c7a73f,7/29/2023,6216,7e4a4b18-a2cd-46c7-83a8-e7a1f5e4eedb,094390=deposit
3e419237-2a1e-44ff-bb77-a6315c51c428,7/7/2023,5534,03e55c70-1b1f-42bc-a739-148d9a6f8f1e,withdrawal_random
a9b6be45-461f-4074-9a6a-e6f7b5e9f11b,7/18/2023,3911,d6d898a4-93e8-42c8-8fcb-a6b0ded70a15,fee
f9407623-280d-4ba1-9094-dd013ffd0bd4,9/24/2023,1851,b23d582b-0a33-40f1-be5f-63569b5beb5d,fee
0e4bf379-bf66-49da-8018-47278a801c83,9/6/2023,2844,d35b599b-6885-43f3-a560-45f0aed3a601,fee
6ee42de8-439a-41e2-8835-7afb68288c83,7/2/2023,5896,6c90f2b4-e46b-4f5f-b393-3632a85bde17,fee
5b025a27-7150-4da7-879c-014f0e378783,6/3/2023,192,acc7bd23-c436-4228-a49a-9fb1f6357c32,fee
5c0ed517-13f2-40bb-bf75-71ba140b9503,8/18/2023,9703,b23d582b-0a33-40f1-be5f-63569b5beb5d,fee_fraud
f50177c8-4108-4db8-92c0-96d575638b19,10/7/2023,2773,84c7e633-faef-4ca6-b040-251a7a18d9eb,other
9c4dfab8-7712-4539-a213-36aa84d32350,7/9/2023,4985,fe236332-79e3-43e3-8e9b-91a82a46398d,fee_fraud
6b35dbe3-5603-4620-b609-1af146ec6ee7,9/16/2023,5923,f936bb04-e683-4d70-81f4-aa4e77a790d9,administration-fee
9a0476cb-6f35-419b-9f5e-d0bb8bc2b477,6/2/2023,4538,c39e172b-e288-40de-b46b-49a6c9178d82,other
fe366746-6c34-4c86-b3db-c82c4d722f9d,9/8/2023,8394,ae60770f-69bb-4e8d-ad12-6473a7ddeedf,xxx9438-withdrawal
de381469-ec8c-494b-9773-c59cabca4b24,9/22/2023,8769,d35b599b-6885-43f3-a560-45f0aed3a601,deposit992348
9dfd6328-ea9f-4143-b376-6d3cef29d47d,6/10/2023,6143,7137df4b-bac4-4196-bce8-7c56a24a103d,094390=deposit
db0da89a-eb01-41a6-b7fc-c50c03246f6d,7/14/2023,714,2e07846c-35f1-4a15-9278-ddd8d49e932a,withdrawal
030a6407-315c-4476-adeb-a6b9ae8e0005,7/29/2023,3084,eb74ab57-65e8-4e3a-bbef-e57460b7734f,other_fee
f363f31d-8835-4668-83fd-95503981b3aa,7/3/2023,1510,eb74ab57-65e8-4e3a-bbef-e57460b7734f,withdrawal_random
d6d9b194-44dd-4b15-863b-6014c953e2c1,7/28/2023,9930,ae60770f-69bb-4e8d-ad12-6473a7ddeedf,xxx9438-withdrawal
0d3ebee2-aae8-4702-aee5-0c73812997af,9/13/2023,7719,3e54b5d3-93cd-44cd-8ae4-880f0dd70697,deposit992348
e9fdb2b9-a7a2-4731-b86d-1641e7bb0297,8/15/2023,6850,5e63eaef-81c3-47b4-a939-7810c57e8601,administration-fee
74d8dc62-30a4-45b3-b502-4f581e0a208d,8/13/2023,2652,84c7e633-faef-4ca6-b040-251a7a18d9eb,withdrawal_random
9e2dadd0-b48a-4e17-b1f8-927d8ea83f42,6/13/2023,9967,2642a1c1-39cf-45b0-ac37-898690a2f833,withdrawal_random
3cd5e6b7-aec9-46e0-8e2f-2cfd509f2f0a,6/15/2023,9199,aab2407f-70c8-4fde-8722-2949822d7f8f,deposit992348
272a9f15-4387-487b-89c3-4be1b423a8e5,7/13/2023,7415,c102db30-9c07-413b-ac9c-915957e8a121,094390=deposit
e0337788-892e-4c68-ab08-967db3fe3abb,6/30/2023,6980,d35b599b-6885-43f3-a560-45f0aed3a601,deposit
f0b85f84-220c-4a92-8a66-01ed604e409a,6/9/2023,6800,ef4d27d9-ede5-44f8-8f7e-7e99ed467a18,other
b5bff4e4-8227-4a28-94ad-f480017c5e57,6/22/2023,4520,b38f5a15-02d5-4a6b-aa4a-5c31ca94290d,service-fee
a54afeae-48e9-4b11-9684-05fd4e669496,7/5/2023,2822,1185b27a-c7af-4882-a67b-23ae467fd8f5,094390=deposit
0543b33f-2644-4a20-9029-3d0e6541ecfd,6/6/2023,4628,7a00e332-23d2-469b-bde9-87252c0536b8,deposit992348
0ac0564c-8b6b-4f0b-bb20-d530e4d5cd73,6/27/2023,6071,32978068-85cf-44d4-b8ed-e5e8219ea79e,fee
58f87b72-e94e-4523-8951-57aa32df75bb,8/28/2023,288,b0631125-6784-45a1-abc4-b08c35353a95,withdrawal
75b34f80-2f7e-463d-9570-9a4604028c2a,6/27/2023,2666,68de47bb-8630-4ad6-ace3-d9041909d267,xxx9438-withdrawal
716302ff-b478-4487-9e21-080d9d96ec52,8/1/2023,3318,f7ad0f2a-e28d-4308-a90f-ec8b49759344,other
164f7ce3-eabb-445e-99ef-4854d4d186f3,6/8/2023,7901,40361600-9480-4a8d-b5dd-0fcf1cc88d3c,deposit
d3ccf371-cee6-4c8c-a527-94df3c374174,7/23/2023,7162,b23d582b-0a33-40f1-be5f-63569b5beb5d,administration-fee
3fca277f-d962-4369-848f-65c2f79e4e45,7/5/2023,1211,3e96b076-7208-4fb8-acff-d9c9aef491d6,service-fee
7323fa09-fc4a-42f7-8c09-04cfc05cdad0,7/28/2023,8378,40361600-9480-4a8d-b5dd-0fcf1cc88d3c,deposit_random
b4be7b92-ba20-49a1-b472-2baa7a90d467,9/18/2023,2594,6338ed0b-eac4-4edc-aed6-7b36a82a6e1f,deposit
935c69fc-46e3-4c8f-b0a3-59ff0b35caf6,9/17/2023,3208,1bbbd71b-1170-4f4d-8b20-87e32162e044,deposit_random
4b1e8f92-72d0-44a2-86d0-efc5b22cba32,6/6/2023,4289,f3ecc59d-b049-49ac-b892-ca0b02384d67,094390=deposit
97058030-59bc-4cdc-aa76-a794342516f5,8/9/2023,4678,78f08b3a-a5cd-4fb0-96e3-4fd3c4db4ae9,deposit_random
8bad5dd9-e1b6-4d8f-9f98-efbf917c4e76,8/11/2023,193,5f33124d-2484-4c94-88b8-22475befbd3a,withdrawal_random
8bcdf580-d33d-4580-9578-3cad9e26ee36,8/4/2023,4283,aab2407f-70c8-4fde-8722-2949822d7f8f,fee
2d06a1a4-7c31-4c7c-be06-8c197c46b636,7/28/2023,4749,e206aee5-6898-45ef-a90d-25468d4ac6ec,service-fee
16c7399d-0739-4b72-97ff-7dcb633947b4,7/5/2023,2339,40361600-9480-4a8d-b5dd-0fcf1cc88d3c,administration-fee
a05b1288-debc-4f85-8069-d838579980ec,10/8/2023,4651,f7ad0f2a-e28d-4308-a90f-ec8b49759344,deposit
1320b731-b815-4a71-97d4-e7e4c31ae8d8,8/26/2023,2710,e77dbcea-0a8d-4a07-bd96-e07f7a8b16be,deposit_random
94a234d8-2a2e-43d7-b68f-9b3bc8fc2db2,9/25/2023,4540,dfa198b4-24bd-42d0-86dd-ded418be0a33,fee_fraud
6f4a22cf-ed88-4941-98f8-1492b5049a3e,8/24/2023,9425,3e96b076-7208-4fb8-acff-d9c9aef491d6,other_fee
e9b8b868-3674-42b1-9760-341ed1247713,8/6/2023,4451,f7ad0f2a-e28d-4308-a90f-ec8b49759344,deposit_random
b098c3c3-fe06-420c-9265-fdbaaa1e54e1,6/25/2023,920,aab2407f-70c8-4fde-8722-2949822d7f8f,094390=deposit
1a723674-a8f7-45e2-8c81-862191231874,9/2/2023,1150,43dfff46-1886-4d85-9434-47b30c9231d9,deposit
6eac0d8a-3125-4e54-b8a6-a2fc967841d4,6/20/2023,8998,a84c7c25-a066-4479-b59a-309d6d2b8474,withdrawal_random
ec5f8720-5547-4f82-8ff8-e6db3a6f1c65,9/4/2023,8929,43dfff46-1886-4d85-9434-47b30c9231d9,deposit
ed0ddf10-6ffe-49ba-80f2-8c085b49fbb0,9/17/2023,5743,4aae0c63-ef86-490c-a34e-aa97551e185f,deposit_random
3c928eab-e1e3-4d20-9001-fe3ec22b015c,8/9/2023,9497,b0631125-6784-45a1-abc4-b08c35353a95,other_fee
3c3ccc40-1121-4cfe-82ab-c777acd7956a,6/21/2023,6167,03e55c70-1b1f-42bc-a739-148d9a6f8f1e,other
2736f1db-e974-475f-b461-0fc2519c7b7c,6/2/2023,2707,06587032-81fe-4011-8b2c-21feb27efafc,xxx9438-withdrawal
0d9dd6d0-615d-4a05-905c-3400b16632b6,9/18/2023,1895,acedebc5-c3c8-4ed8-bf75-66af1f7c391c,094390=deposit
46fccaf5-d629-4ffd-bdba-f942e6f2d603,8/1/2023,6973,bfb5c30e-4b2d-4bd3-972d-624ebc86f3e8,deposit
4fbe422e-7214-4eab-9655-489cbbdba86b,9/9/2023,6086,a84c7c25-a066-4479-b59a-309d6d2b8474,service-fee
f4ffa5f7-2310-43eb-a701-73f3deeaf76d,8/27/2023,4169,e206aee5-6898-45ef-a90d-25468d4ac6ec,fee_fraud
0fbbf62f-cdd2-4bad-a74d-23fce89b1dc1,9/16/2023,1692,6d3b41a7-31b3-45b4-813f-df0c2915c726,deposit_random
ed20f89f-7db7-4901-8bc4-50ac52a6aea4,6/6/2023,8083,1c5eef49-1a1f-4b43-993d-608ac64cdf2f,deposit_random
ccaf2ad9-fd85-481d-b6bb-ecf947e447b9,9/3/2023,4308,dfd4b130-3646-4739-b199-9bb097ce112b,other
3bf9c1c8-610d-456b-9fe4-22abe4c6dabd,9/9/2023,4809,a42d76de-0301-42a8-81f3-ac5a1ccee153,other
140f664d-a39c-4117-b3ac-93e19fb79223,7/18/2023,7113,dcd28fb1-ecc5-4cea-8770-d71a77268323,withdrawal_random
b35b9409-038b-41db-b0f3-5fa1da5cc7a7,8/20/2023,2687,5e5d942e-a734-4d76-9302-4fbaf5c8c913,094390=deposit
4c6e0ef1-36b2-49d5-a9f1-dfe5f7beb70e,8/8/2023,3863,dfa198b4-24bd-42d0-86dd-ded418be0a33,fee
71c8884d-3c96-4855-a8b4-a60f641889c1,9/26/2023,7800,84c7e633-faef-4ca6-b040-251a7a18d9eb,fee_fraud
c7cad358-6aba-41b7-b42c-0049cdf44558,8/18/2023,3963,252bd36b-a88e-4ec9-ac46-dea8fb4f2b85,other_fee
455106ee-dbe1-4db9-9801-620a2ca399b6,6/2/2023,536,1185b27a-c7af-4882-a67b-23ae467fd8f5,fee_fraud
056b8834-3fcb-465f-ac05-a28069e499eb,9/2/2023,5706,84c7e633-faef-4ca6-b040-251a7a18d9eb,xxx9438-withdrawal
b3f8ee59-eaaa-4873-adda-828e020100c6,6/13/2023,735,e1113b43-72f7-4071-ba18-6e59e74761bb,fee
7dc9e459-fcb4-4e26-b4e4-26a09eaf33cd,8/7/2023,1868,60f2711d-3ce7-4bde-8547-40dd0a58909f,withdrawal_random
ce7c2e09-1350-4f82-9e8f-6a2592d9fcc9,9/7/2023,9759,de325625-d86a-414a-9482-cf08c283b6aa,other_fee
f2a831c6-417c-4473-b1d5-4459c32b596e,7/27/2023,5118,3e54b5d3-93cd-44cd-8ae4-880f0dd70697,other
3f3e3593-69d8-4a6c-8797-fe8c0f7c5e93,6/23/2023,5887,21d1c76c-55e0-4d83-a740-cb096198bb7c,deposit
49f54017-9523-4bf1-8dad-890e6116c21b,10/4/2023,8105,1c5eef49-1a1f-4b43-993d-608ac64cdf2f,xxx9438-withdrawal
374c30ab-92ee-46d1-a143-05b2024dccbf,10/4/2023,9988,1d114f73-67ed-43ae-9533-d02d7307c099,service-fee
b04213a2-f7f1-4d03-9599-d8d453f02996,7/3/2023,5140,f10f36ee-f304-447f-971f-32384a1b3b84,withdrawal
fc141097-d36b-437a-a96a-b78ee36b34bf,10/1/2023,6545,6ff2c760-8818-4e74-95cf-6e5027bb8f3b,094390=deposit
41c075bd-4b3d-42a4-9617-bc7de8739a51,8/6/2023,2339,3e96b076-7208-4fb8-acff-d9c9aef491d6,fee
4db9a121-0e5f-4868-b7dc-61c6bb618fef,10/1/2023,4793,c39e172b-e288-40de-b46b-49a6c9178d82,service-fee
3930c306-8371-411d-8030-5c9cba619093,10/7/2023,2823,eab57364-78bf-4eb1-9575-e69c80b6ee03,deposit992348
b52e8041-794e-4c5f-a13a-339010ecc209,6/25/2023,2317,3cbadeec-3e68-4d89-ac39-d96093d305a1,other
9f1c8c28-433a-4cc9-b8d0-9804bbc3993a,7/27/2023,9664,f936bb04-e683-4d70-81f4-aa4e77a790d9,administration-fee
06a3f6c5-c8d8-496b-b51f-78c956b665bd,6/21/2023,4722,84c7e633-faef-4ca6-b040-251a7a18d9eb,094390=deposit
